First_pokemon,Second_pokemon,Winner,id_x,First_Type_1,First_Total,First_Hit_points,First_Attack,First_Defense,First_Special_attack,First_Special_defense,First_Speed,id_y,Second_Type_1,Second_Total,Second_Hit_points,Second_Attack,Second_Defense,Second_Special_attack,Second_Special_defense,Second_Speed,target
118,408,408,118,Poison,340,40,65,95,60,45,35,408,Dragon,420,65,95,100,60,50,50,0
499,75,499,499,Fighting,625,70,145,88,140,70,112,75,Fighting,505,90,130,80,65,85,55,1
445,133,133,445,Normal,250,59,45,40,35,40,31,133,Bug,500,70,110,80,55,80,105,0
710,13,710,710,Ground,600,89,145,90,105,80,91,13,Water,630,79,103,120,135,115,78,1
134,769,134,134,Ice,455,65,50,35,115,95,95,769,Rock,362,77,59,50,67,63,46,1
607,364,607,607,Grass,280,40,27,60,37,50,66,364,Grass,475,70,115,60,115,60,55,1
116,649,649,116,Fighting,455,50,105,79,35,110,76,649,Electric,428,55,75,60,75,60,103,0
714,725,714,714,Water,580,91,72,90,129,90,108,725,Water,314,41,56,40,62,44,71,1
449,351,351,449,Electric,263,45,65,34,40,34,45,351,Water,400,130,70,35,70,35,60,0
546,367,367,546,Ghost,680,150,120,100,120,100,90,367,Dragon,590,75,110,110,110,105,80,0
682,525,682,682,Fighting,510,65,125,60,95,60,105,525,Ice,530,110,130,80,70,60,80,1
76,482,482,76,Grass,300,50,75,35,70,30,40,482,Psychic,285,45,30,50,65,50,45,0
798,359,359,798,Psychic,600,80,110,60,150,130,70,359,Normal,360,60,60,60,60,60,60,0
365,412,412,365,Normal,310,45,40,60,40,75,50,412,Steel,420,60,75,100,55,80,50,0
302,722,302,302,Water,270,40,30,30,55,30,85,722,Fire,307,40,45,40,62,60,60,1
493,742,493,493,Dragon,410,68,90,65,50,55,82,742,Grass,531,123,100,62,97,81,68,1
759,105,759,759,Rock,306,42,52,67,39,56,50,105,Psychic,328,60,48,45,43,90,42,1
332,135,135,332,Steel,430,60,90,140,50,50,40,135,Electric,490,65,83,57,95,85,105,0
252,249,249,252,Ground,500,90,120,120,60,60,50,249,Dark,600,75,90,90,140,90,115,0
382,755,755,382,Water,200,20,15,20,10,55,80,755,Fairy,341,62,48,66,59,57,49,0
544,475,544,544,Normal,670,110,160,110,80,110,100,475,Normal,350,55,66,44,44,56,85,1
469,116,469,469,Grass,450,70,60,70,87,78,85,116,Fighting,455,50,105,79,35,110,76,1
393,747,393,393,Dark,465,65,130,60,75,60,75,747,Psychic,466,74,48,76,83,81,104,1
147,224,147,147,Electric,525,65,65,60,110,95,130,224,Steel,510,75,85,200,55,65,30,1
235,242,242,235,Normal,330,60,80,50,50,50,40,242,Water,300,35,65,35,65,35,65,0
541,224,541,541,Steel,680,100,120,120,150,100,90,224,Steel,510,75,85,200,55,65,30,1
491,536,536,491,Ghost,485,50,92,108,92,108,35,536,Electric,520,50,65,107,105,107,86,0
347,127,127,347,Poison,467,100,73,83,73,83,55,127,Water,440,55,65,95,95,45,85,0
686,301,301,686,Dark,340,45,85,70,40,40,60,301,Normal,430,60,85,60,50,50,125,0
199,92,92,199,Water,250,70,20,50,20,50,40,92,Normal,310,35,85,45,35,35,75,0
321,111,111,321,Fighting,237,72,60,30,20,30,25,111,Grass,325,60,40,80,60,45,40,0
691,430,691,691,Dark,370,70,55,75,45,65,60,430,Psychic,600,50,180,20,180,20,150,1
109,461,461,109,Electric,330,40,30,50,55,55,100,461,Bug,424,60,69,95,69,95,36,0
577,215,215,577,Psychic,292,76,25,45,67,55,24,215,Water,490,95,75,80,100,110,30,0
309,637,309,309,Bug,414,70,60,62,80,82,60,637,Psychic,390,60,45,70,75,85,55,1
268,573,573,268,Rock,600,100,134,110,95,100,61,573,Fire,316,50,53,48,53,48,64,0
142,497,142,142,Water,640,95,155,109,70,130,81,497,Fighting,285,40,70,40,35,40,60,1
778,792,778,778,Steel,470,57,80,91,80,87,75,792,Flying,535,85,70,80,97,80,123,1
380,51,380,380,Rock,355,45,95,50,40,50,75,51,Grass,490,75,80,85,110,90,50,1
549,217,549,549,Water,600,100,100,100,100,100,100,217,Psychic,336,48,72,48,72,48,48,1
477,106,477,477,Normal,580,65,136,94,54,96,135,106,Psychic,483,85,73,70,73,115,67,1
675,174,174,675,Ice,305,55,70,40,60,40,40,174,Water,405,65,80,80,59,63,58,0
282,518,518,282,Water,405,70,85,70,60,70,50,518,Electric,540,75,123,67,95,85,95,0
576,439,576,576,Water,498,75,98,63,98,63,101,439,Water,314,53,51,53,61,56,40,1
107,150,107,107,Water,325,30,105,90,25,25,50,150,Rock,355,35,40,100,90,55,35,1
555,54,555,555,Grass,308,45,45,55,45,55,63,54,Bug,305,60,55,50,40,55,45,1
612,295,612,612,Ground,292,50,72,35,35,35,65,295,Water,340,60,50,50,60,70,50,1
80,315,80,80,Water,515,80,70,65,80,120,100,315,Bug,266,31,45,90,30,30,40,1
251,646,646,251,Ground,330,90,60,60,40,40,40,646,Ice,535,71,95,85,110,95,79,0
492,93,93,492,Dragon,300,58,70,45,40,45,42,93,Normal,460,60,110,70,60,60,100,0
771,372,372,771,Fairy,525,95,65,65,110,130,60,372,Water,288,50,48,43,46,41,60,0
517,289,517,517,Grass,535,100,100,125,110,50,50,289,Bug,195,45,45,35,20,30,20,1
523,794,794,523,Ice,525,65,60,110,130,95,65,794,Dark,680,126,131,95,131,98,99,0
217,712,712,217,Psychic,336,48,72,48,72,48,48,712,Dragon,700,125,170,100,120,90,95,0
503,555,503,503,Poison,500,70,90,110,60,75,95,555,Grass,308,45,45,55,45,55,63,1
461,135,135,461,Bug,424,60,69,95,69,95,36,135,Electric,490,65,83,57,95,85,105,0
754,415,415,754,Fairy,462,101,72,72,99,89,29,415,Rock,580,80,100,200,50,100,50,0
264,494,494,264,Fire,580,115,115,85,90,75,100,494,Dragon,600,108,130,95,80,85,102,0
280,489,280,280,Fire,630,80,160,80,130,80,100,489,Normal,220,100,5,5,15,65,30,1
377,603,603,377,Ground,500,60,70,105,70,120,75,603,Bug,500,75,103,80,70,80,92,0
181,599,181,181,Bug,390,55,35,50,55,110,85,599,Fighting,465,120,100,85,30,85,45,1
555,57,57,555,Grass,308,45,45,55,45,55,63,57,Ground,405,35,80,50,50,70,120,0
162,641,162,162,Dragon,600,91,134,95,100,100,80,641,Psychic,490,110,65,75,125,85,30,1
180,531,531,180,Bug,265,40,20,30,40,80,55,531,Ice,480,70,80,70,80,70,110,0
17,227,17,17,Bug,195,40,35,30,20,20,50,227,Fairy,450,90,120,75,60,60,45,1
543,305,543,543,Fire,600,91,90,106,130,106,77,305,Psychic,278,38,35,35,65,55,50,1
457,369,369,457,Rock,495,60,52,168,47,138,30,369,Poison,458,73,100,60,100,60,65,0
203,738,203,203,Grass,250,35,35,40,35,55,50,738,Fairy,303,44,38,39,61,79,42,1
88,525,525,88,Water,590,95,75,180,130,80,30,525,Ice,530,110,130,80,70,60,80,0
367,307,307,367,Dragon,590,75,110,110,110,105,80,307,Psychic,618,68,85,65,165,135,100,0
512,125,125,512,Grass,594,90,132,105,132,105,30,125,Normal,590,105,125,100,60,100,100,0
764,659,659,764,Water,500,71,73,88,120,89,59,659,Grass,305,44,50,91,24,86,10,0
357,248,248,357,Psychic,330,60,25,35,70,80,60,248,Dark,500,75,90,50,110,80,95,0
692,401,692,692,Dark,510,110,65,105,55,95,80,401,Ice,530,110,80,90,95,90,65,1
364,199,364,364,Grass,475,70,115,60,115,60,55,199,Water,250,70,20,50,20,50,40,1
136,578,136,136,Fire,495,65,95,57,100,85,93,578,Psychic,487,116,55,85,107,95,29,1
262,283,283,262,Normal,540,255,10,10,75,135,55,283,Water,535,100,110,90,85,90,60,0
549,648,549,549,Water,600,100,100,100,100,100,100,648,Normal,475,80,100,70,60,70,95,1
371,250,250,371,Rock,440,70,95,85,55,65,70,250,Water,540,75,95,95,95,95,85,0
573,393,393,573,Fire,316,50,53,48,53,48,64,393,Dark,465,65,130,60,75,60,75,0
309,314,314,309,Bug,414,70,60,62,80,82,60,314,Normal,670,150,160,100,95,65,100,0
416,678,416,416,Ice,580,80,50,100,100,200,50,678,Bug,305,50,40,85,40,65,25,1
308,164,164,308,Bug,269,40,30,32,50,52,65,164,Psychic,780,106,190,100,154,100,130,0
68,447,68,68,Water,510,90,95,95,70,90,70,447,Bug,194,37,25,41,25,41,25,1
4,73,4,4,Grass,625,80,100,123,122,120,80,73,Fighting,305,70,80,50,35,35,35,1
571,267,571,571,Grass,316,50,53,48,53,48,64,267,Rock,410,70,84,70,65,70,51,1
63,542,542,63,Fighting,455,65,105,60,60,70,95,542,Water,680,90,120,100,150,120,100,0
73,258,73,73,Fighting,305,70,80,50,35,35,35,258,Ice,305,45,30,15,85,65,65,1
112,48,48,112,Grass,520,95,95,85,125,65,55,48,Poison,455,75,80,70,65,75,90,0
210,117,117,210,Water,210,55,45,45,25,25,15,117,Normal,385,90,55,75,60,75,30,0
763,2,2,763,Water,330,50,53,62,58,63,44,2,Grass,405,60,62,63,80,80,60,0
582,96,582,582,Electric,295,45,60,32,50,32,76,96,Poison,325,80,80,50,40,50,25,1
311,532,532,311,Grass,460,60,130,80,60,60,70,532,Electric,440,50,50,77,95,77,91,0
142,237,142,142,Water,640,95,155,109,70,130,81,237,Fire,250,40,40,40,70,40,20,1
325,529,325,325,Normal,260,50,45,45,35,35,50,529,Rock,525,60,55,145,75,150,40,1
686,749,686,686,Dark,340,45,85,70,40,40,60,749,Steel,325,45,80,100,35,37,28,1
753,251,251,753,Fairy,341,78,52,60,63,65,23,251,Ground,330,90,60,60,40,40,40,0
396,160,160,396,Ice,300,50,50,50,50,50,50,160,Dragon,300,41,64,45,50,50,50,0
64,482,64,64,Fire,350,55,70,45,70,50,60,482,Psychic,285,45,30,50,65,50,45,1
749,513,513,749,Steel,325,45,80,100,35,37,28,513,Dark,510,70,120,65,45,85,125,0
485,313,313,485,Steel,300,57,24,86,24,86,23,313,Normal,440,80,80,80,55,55,90,0
354,361,361,354,Fire,460,70,100,70,105,75,40,361,Ground,340,50,70,50,50,50,70,0
512,430,430,512,Grass,594,90,132,105,132,105,30,430,Psychic,600,50,180,20,180,20,150,0
311,738,311,311,Grass,460,60,130,80,60,60,70,738,Fairy,303,44,38,39,61,79,42,1
736,198,736,736,Fire,369,62,50,58,73,54,72,198,Grass,490,75,80,95,90,100,50,1
147,546,147,147,Electric,525,65,65,60,110,95,130,546,Ghost,680,150,120,100,120,100,90,1
758,573,758,758,Dark,482,86,92,88,68,75,73,573,Fire,316,50,53,48,53,48,64,1
35,497,497,35,Poison,275,55,47,52,40,40,41,497,Fighting,285,40,70,40,35,40,60,0
735,635,635,735,Bug,411,80,52,50,90,50,89,635,Normal,470,75,95,60,65,60,115,0
383,252,383,383,Water,540,95,60,79,100,125,81,252,Ground,500,90,120,120,60,60,50,1
116,233,116,116,Fighting,455,50,105,79,35,110,76,233,Bug,600,80,185,115,40,105,75,1
531,243,243,531,Ice,480,70,80,70,80,70,110,243,Water,480,75,105,75,105,75,45,0
50,136,136,50,Grass,395,60,65,70,85,75,40,136,Fire,495,65,95,57,100,85,93,0
571,227,571,571,Grass,316,50,53,48,53,48,64,227,Fairy,450,90,120,75,60,60,45,1
130,9,9,130,Water,340,30,45,55,70,55,85,9,Fire,634,78,104,78,159,115,100,0
229,82,229,229,Bug,500,70,130,100,55,80,65,82,Rock,390,55,95,115,45,45,35,1
723,339,339,723,Fire,409,59,59,58,90,70,73,339,Electric,475,70,75,60,105,60,105,0
381,661,381,381,Rock,495,75,125,100,70,80,45,661,Steel,300,40,55,70,45,60,30,1
415,608,608,415,Rock,580,80,100,200,50,100,50,608,Grass,480,60,67,85,77,75,116,0
97,477,477,97,Poison,500,105,105,75,65,100,50,477,Normal,580,65,136,94,54,96,135,0
60,768,768,60,Water,320,50,52,48,65,50,55,768,Rock,521,82,121,119,69,59,71,0
54,682,682,54,Bug,305,60,55,50,40,55,45,682,Fighting,510,65,125,60,95,60,105,0
764,213,213,764,Water,500,71,73,88,120,89,59,213,Dark,525,95,65,110,60,130,65,0
631,666,631,631,Poison,474,80,95,82,60,82,75,666,Electric,515,85,115,80,105,80,50,1
575,666,575,575,Water,316,50,53,48,53,48,64,666,Electric,515,85,115,80,105,80,50,1
771,368,368,771,Fairy,525,95,65,65,110,130,60,368,Normal,458,73,115,60,60,60,90,0
8,177,8,8,Fire,634,78,130,111,130,85,100,177,Normal,415,85,76,64,45,55,90,1
526,103,103,526,Normal,535,85,80,70,135,75,90,103,Ghost,600,60,65,80,170,95,130,0
575,502,502,575,Water,316,50,53,48,53,48,64,502,Poison,330,40,50,90,30,55,65,0
378,282,282,378,Rock,355,66,41,77,61,87,23,282,Water,405,70,85,70,60,70,50,0
361,476,476,361,Ground,340,50,70,50,50,50,70,476,Normal,480,65,76,84,54,96,105,0
719,374,719,719,Grass,313,56,61,65,48,45,38,374,Water,308,43,80,65,50,35,35,1
216,355,355,216,Ghost,435,60,60,60,85,85,85,355,Fire,560,70,120,100,145,105,20,0
768,86,768,768,Rock,521,82,121,119,69,59,71,86,Water,315,90,65,65,40,40,15,1
24,177,24,24,Normal,579,83,80,80,135,80,121,177,Normal,415,85,76,64,45,55,90,1
412,176,412,412,Steel,420,60,75,100,55,80,50,176,Normal,215,35,46,34,35,45,20,1
54,730,730,54,Bug,305,60,55,50,40,55,45,730,Normal,278,45,50,43,40,38,62,0
522,216,522,522,Grass,525,65,110,130,60,65,95,216,Ghost,435,60,60,60,85,85,85,1
458,210,458,458,Bug,224,40,29,45,29,45,36,210,Water,210,55,45,45,25,25,15,1
107,570,570,107,Water,325,30,105,90,25,25,50,570,Dark,446,64,88,50,88,50,106,0
270,161,270,270,Psychic,680,106,90,130,90,154,110,161,Dragon,420,61,84,65,70,70,70,1
193,244,193,193,Psychic,470,65,75,70,95,70,95,244,Ice,330,45,55,45,65,45,75,1
327,204,204,327,Dark,380,50,75,75,65,65,50,204,Grass,340,55,45,50,45,65,80,0
258,647,647,258,Ice,305,45,30,15,85,65,65,647,Normal,335,60,60,50,40,50,75,0
210,87,87,210,Water,210,55,45,45,25,25,15,87,Water,490,95,75,110,100,80,30,0
341,309,341,341,Electric,405,60,50,40,85,75,95,309,Bug,414,70,60,62,80,82,60,1
372,745,745,372,Water,288,50,48,43,46,41,60,745,Normal,472,75,80,60,65,90,102,0
432,798,798,432,Psychic,600,50,95,90,95,90,180,798,Psychic,600,80,110,60,150,130,70,0
243,725,725,243,Water,480,75,105,75,105,75,45,725,Water,314,41,56,40,62,44,71,0
649,582,649,649,Electric,428,55,75,60,75,60,103,582,Electric,295,45,60,32,50,32,76,1
638,142,142,638,Psychic,490,70,55,95,95,110,65,142,Water,640,95,155,109,70,130,81,0
605,459,605,605,Bug,360,40,55,99,40,79,47,459,Bug,424,60,59,85,79,105,36,1
160,86,160,160,Dragon,300,41,64,45,50,50,50,86,Water,315,90,65,65,40,40,15,1
159,386,159,159,Fire,580,90,100,90,125,85,90,386,Ghost,295,44,75,35,63,33,45,1
527,366,366,527,Psychic,518,68,125,65,65,115,80,366,Dragon,490,75,70,90,70,105,80,0
593,88,593,593,Fighting,305,75,80,55,25,35,35,88,Water,590,95,75,180,130,80,30,1
325,94,325,325,Normal,260,50,45,45,35,35,50,94,Water,325,65,45,55,45,70,45,1
676,452,452,676,Ice,485,95,110,80,70,80,50,452,Grass,280,40,30,35,50,70,55,0
388,461,388,388,Ghost,555,64,165,75,93,83,75,461,Bug,424,60,69,95,69,95,36,1
637,398,398,637,Psychic,390,60,45,70,75,85,55,398,Ice,580,80,120,80,120,80,100,0
233,137,137,233,Bug,600,80,185,115,40,105,75,137,Bug,500,65,125,100,55,70,85,0
752,54,752,752,Steel,520,60,50,150,50,150,60,54,Bug,305,60,55,50,40,55,45,1
317,702,317,317,Bug,236,1,90,45,30,30,40,702,Grass,580,91,90,72,90,129,108,1
17,447,17,17,Bug,195,40,35,30,20,20,50,447,Bug,194,37,25,41,25,41,25,1
359,353,359,359,Normal,360,60,60,60,60,60,60,353,Fire,305,60,60,40,65,45,35,1
159,577,159,159,Fire,580,90,100,90,125,85,90,577,Psychic,292,76,25,45,67,55,24,1
353,586,353,353,Fire,305,60,60,40,65,45,35,586,Rock,515,85,135,130,60,80,25,1
9,475,9,9,Fire,634,78,104,78,159,115,100,475,Normal,350,55,66,44,44,56,85,1
645,298,298,645,Ice,395,51,65,65,80,75,59,298,Grass,340,70,70,40,60,40,60,0
750,436,436,750,Steel,448,59,110,150,45,49,35,436,Fire,309,44,58,44,58,44,61,0
341,304,341,341,Electric,405,60,50,40,85,75,95,304,Psychic,198,28,25,25,45,35,40,1
80,502,80,80,Water,515,80,70,65,80,120,100,502,Poison,330,40,50,90,30,55,65,1
274,461,461,274,Grass,405,50,65,45,85,65,95,461,Bug,424,60,69,95,69,95,36,0
724,445,724,724,Fire,534,75,69,72,114,100,104,445,Normal,250,59,45,40,35,40,31,1
332,543,543,332,Steel,430,60,90,140,50,50,40,543,Fire,600,91,90,106,130,106,77,0
110,41,110,110,Electric,480,60,50,70,80,80,140,41,Fairy,323,70,45,48,60,65,35,1
7,617,7,7,Fire,534,78,84,78,109,85,100,617,Fire,540,105,30,105,140,105,55,1
598,294,598,598,Water,509,105,95,75,85,75,74,294,Water,220,40,30,30,40,50,30,1
446,382,382,446,Normal,410,79,85,60,55,60,71,382,Water,200,20,15,20,10,55,80,0
402,578,402,402,Water,345,35,64,85,74,55,32,578,Psychic,487,116,55,85,107,95,29,1
326,231,326,326,Normal,380,70,65,65,55,55,70,231,Bug,505,20,10,230,10,230,5,1
361,250,250,361,Ground,340,50,70,50,50,50,70,250,Water,540,75,95,95,95,95,85,0
697,425,697,697,Dark,600,92,105,90,125,90,98,425,Ground,770,100,180,160,150,90,90,1
68,245,245,68,Water,510,90,95,95,70,90,70,245,Water,465,65,40,70,80,140,70,0
459,558,558,459,Bug,424,60,59,85,79,105,36,558,Fire,308,65,63,45,45,45,45,0
252,482,252,252,Ground,500,90,120,120,60,60,50,482,Psychic,285,45,30,50,65,50,45,1
277,295,295,277,Fire,310,45,60,40,70,50,45,295,Water,340,60,50,50,60,70,50,0
334,135,135,334,Steel,630,70,140,230,60,80,50,135,Electric,490,65,83,57,95,85,105,0
353,796,796,353,Fire,305,60,60,40,65,45,35,796,Rock,600,50,100,150,100,150,50,0
463,587,587,463,Bug,244,30,30,42,30,42,70,587,Psychic,313,55,45,43,55,43,72,0
724,700,700,724,Fire,534,75,69,72,114,100,104,700,Steel,580,91,90,129,90,72,108,0
205,333,333,205,Grass,460,75,55,70,55,95,110,333,Steel,530,70,110,180,60,60,50,0
225,611,611,225,Steel,610,75,125,230,55,95,30,611,Water,460,70,92,65,80,55,98,0
391,261,261,391,Grass,460,99,68,83,72,87,51,261,Normal,490,95,80,105,40,70,100,0
465,774,465,465,Electric,405,60,45,70,45,90,95,774,Rock,500,50,50,150,50,150,50,1
442,481,481,442,Normal,245,40,55,30,30,30,60,481,Normal,452,71,82,64,64,59,112,0
694,417,694,694,Bug,484,58,109,112,48,48,109,417,Steel,580,80,75,150,75,150,50,1
334,199,334,334,Steel,630,70,140,230,60,80,50,199,Water,250,70,20,50,20,50,40,1
440,387,387,440,Water,405,64,66,68,81,76,50,387,Ghost,455,64,115,65,83,63,65,0
324,595,595,324,Rock,375,30,45,135,45,90,30,595,Fighting,505,105,140,95,55,65,45,0
457,789,457,457,Rock,495,60,52,168,47,138,30,789,Ice,304,55,69,85,32,35,28,1
471,437,437,471,Water,475,111,83,68,92,82,39,437,Fire,405,64,78,52,78,52,81,0
204,357,204,204,Grass,340,55,45,50,45,65,80,357,Psychic,330,60,25,35,70,80,60,1
463,437,437,463,Bug,244,30,30,42,30,42,70,437,Fire,405,64,78,52,78,52,81,0
295,457,295,295,Water,340,60,50,50,60,70,50,457,Rock,495,60,52,168,47,138,30,1
764,226,764,764,Water,500,71,73,88,120,89,59,226,Fairy,300,60,80,50,40,40,30,1
361,292,361,361,Ground,340,50,70,50,50,50,70,292,Bug,205,50,35,55,25,25,15,1
199,263,263,199,Water,250,70,20,50,20,50,40,263,Electric,580,90,85,75,115,100,115,0
617,234,234,617,Fire,540,105,30,105,140,105,55,234,Dark,430,55,95,55,35,75,115,0
784,617,617,784,Ghost,335,59,66,70,44,55,41,617,Fire,540,105,30,105,140,105,55,0
265,321,265,265,Water,580,100,75,115,90,115,85,321,Fighting,237,72,60,30,20,30,25,1
214,429,214,214,Dark,405,60,85,42,85,42,91,429,Psychic,600,50,150,50,150,50,150,1
434,108,108,434,Grass,405,75,89,85,55,65,36,108,Water,475,55,130,115,50,50,75,0
501,93,93,501,Ground,525,108,112,118,68,72,47,93,Normal,460,60,110,70,60,60,100,0
441,348,348,441,Water,530,84,86,88,111,101,60,348,Water,305,45,90,20,65,20,65,0
511,388,388,511,Grass,494,90,92,75,92,85,60,388,Ghost,555,64,165,75,93,83,75,0
513,157,513,513,Dark,510,70,120,65,45,85,125,157,Ice,580,90,85,100,95,125,85,1
9,755,9,9,Fire,634,78,104,78,159,115,100,755,Fairy,341,62,48,66,59,57,49,1
703,155,155,703,Flying,580,79,115,70,125,80,111,155,Rock,615,80,135,85,70,95,150,0
550,25,550,550,Dark,600,70,90,90,135,90,125,25,Normal,253,30,56,35,25,35,72,1
182,661,661,182,Bug,250,40,60,40,40,40,30,661,Steel,300,40,55,70,45,60,30,0
501,758,758,501,Ground,525,108,112,118,68,72,47,758,Dark,482,86,92,88,68,75,73,0
28,369,28,28,Normal,442,65,90,65,61,61,100,369,Poison,458,73,100,60,100,60,65,1
119,400,119,119,Poison,490,65,90,120,85,70,60,400,Ice,410,90,60,70,75,70,45,1
538,505,538,538,Psychic,580,75,75,130,75,130,95,505,Poison,490,83,106,65,86,65,85,1
175,139,139,175,Water,530,85,105,100,79,83,78,139,Normal,490,75,100,95,40,70,110,0
369,411,411,369,Poison,458,73,100,60,100,60,65,411,Steel,300,40,55,80,35,60,30,0
620,451,451,620,Bug,475,70,95,125,65,75,45,451,Electric,523,80,120,79,95,79,70,0
319,535,535,319,Normal,360,84,71,43,71,43,48,535,Electric,520,50,65,107,105,107,86,0
424,351,424,424,Ground,670,100,150,140,100,90,90,351,Water,400,130,70,35,70,35,60,1
87,55,55,87,Water,490,95,75,110,100,80,30,55,Bug,450,70,65,60,90,75,90,0
305,89,305,305,Psychic,278,38,35,35,65,55,50,89,Electric,325,25,35,70,95,55,45,1
566,17,566,566,Normal,275,45,60,45,25,45,55,17,Bug,195,40,35,30,20,20,50,1
747,241,747,747,Psychic,466,74,48,76,83,81,104,241,Water,380,55,55,85,65,85,35,1
450,480,480,450,Electric,363,60,85,49,60,49,60,480,Normal,310,49,55,42,42,37,85,0
609,400,400,609,Grass,280,45,35,50,70,50,30,400,Ice,410,90,60,70,75,70,45,0
58,525,58,58,Normal,290,40,45,35,40,40,90,525,Ice,530,110,130,80,70,60,80,1
198,700,700,198,Grass,490,75,80,95,90,100,50,700,Steel,580,91,90,129,90,72,108,0
125,518,125,125,Normal,590,105,125,100,60,100,100,518,Electric,540,75,123,67,95,85,95,1
117,762,762,117,Normal,385,90,55,75,60,75,30,762,Poison,494,65,75,90,97,123,44,0
518,40,518,518,Electric,540,75,123,67,95,85,95,40,Poison,505,81,102,77,85,75,85,1
597,407,597,597,Water,384,75,65,55,65,55,69,407,Dragon,300,45,75,60,40,30,50,1
584,18,584,584,Rock,280,55,75,85,25,25,15,18,Bug,205,45,25,50,25,25,35,1
688,124,124,688,Normal,490,95,110,95,40,95,55,124,Normal,490,105,95,80,40,80,90,0
211,785,785,211,Water,430,95,85,85,65,65,35,785,Ghost,494,65,90,122,58,75,84,0
207,38,38,207,Grass,180,30,30,30,30,30,30,38,Poison,273,46,57,40,40,40,50,0
182,365,365,182,Bug,250,40,60,40,40,40,30,365,Normal,310,45,40,60,40,75,50,0
742,794,794,742,Grass,531,123,100,62,97,81,68,794,Dark,680,126,131,95,131,98,99,0
610,133,133,610,Grass,480,70,60,75,110,75,90,133,Bug,500,70,110,80,55,80,105,0
446,73,446,446,Normal,410,79,85,60,55,60,71,73,Fighting,305,70,80,50,35,35,35,1
432,561,432,432,Psychic,600,50,95,90,95,90,180,561,Water,308,55,55,45,63,45,45,1
52,20,20,52,Bug,285,35,70,55,45,55,25,20,Bug,495,65,150,40,15,80,145,0
683,175,175,683,Dragon,485,77,120,90,60,90,48,175,Water,530,85,105,100,79,83,78,0
253,243,253,253,Normal,515,85,80,90,105,95,60,243,Water,480,75,105,75,105,75,45,1
641,685,685,641,Psychic,490,110,65,75,125,85,30,685,Ground,483,89,124,80,55,80,55,0
159,591,159,159,Fire,580,90,100,90,125,85,90,591,Normal,445,103,60,86,60,86,50,1
380,492,380,380,Rock,355,45,95,50,40,50,75,492,Dragon,300,58,70,45,40,45,42,1
313,320,313,313,Normal,440,80,80,80,55,55,90,320,Normal,490,104,91,63,91,73,68,1
123,52,123,123,Grass,435,65,55,115,100,40,60,52,Bug,285,35,70,55,45,55,25,1
303,464,303,303,Water,430,60,50,100,85,70,65,464,Bug,474,70,80,102,80,102,40,1
320,689,320,320,Normal,490,104,91,63,91,73,68,689,Normal,350,70,83,50,37,50,60,1
584,102,102,584,Rock,280,55,75,85,25,25,15,102,Ghost,500,60,65,60,130,75,110,0
413,513,513,413,Steel,600,80,135,130,95,90,70,513,Dark,510,70,120,65,45,85,125,0
524,474,524,524,Ground,510,75,95,125,45,75,95,474,Ghost,498,150,80,44,90,54,80,1
88,85,85,88,Water,590,95,75,180,130,80,30,85,Fire,500,65,100,70,80,80,105,0
739,457,739,739,Fairy,371,54,45,47,75,98,52,457,Rock,495,60,52,168,47,138,30,1
68,692,692,68,Water,510,90,95,95,70,90,70,692,Dark,510,110,65,105,55,95,80,0
122,558,122,122,Normal,450,250,5,5,35,105,50,558,Fire,308,65,63,45,45,45,45,1
584,713,713,584,Rock,280,55,75,85,25,25,15,713,Dragon,700,125,120,90,170,100,95,0
349,516,349,349,Water,460,70,120,40,95,40,95,516,Ground,535,115,140,130,55,55,40,1
388,360,388,388,Ghost,555,64,165,75,93,83,75,360,Ground,290,45,100,45,45,45,10,1
677,687,677,677,Ice,485,70,50,30,95,135,105,687,Dark,490,65,125,100,60,70,70,1
422,568,422,422,Water,670,100,100,90,150,140,90,568,Normal,500,85,110,90,45,90,80,1
630,224,224,630,Poison,329,50,50,62,40,62,65,224,Steel,510,75,85,200,55,65,30,0
340,464,340,340,Electric,575,70,75,80,135,80,135,464,Bug,474,70,80,102,80,102,40,1
